id,label,kind,layer,ideology,magnitude,ein,source_url,notes,logo,country,slices,n_slices
p_national_immigrant_solidarity_network,National Immigrant Solidarity Network,project,state,,,,,Immigration · Far-left (open borders) · foreign-support:YES,,,afgj-projects,1
p_national_network_opposing_the_militari,National Network Opposing the Militarization of Youth,project,veneer,,,,,Anti-war · Left-wing (anti-war),,,afgj-interlock|afgj-projects,2
p_never_again_action,Never Again Action,project,veneer,,,,,Immigration/Activism · Left-wing (immigrant rights),,,afgj-interlock|afgj-projects,2
p_nicaragua_solidarity_fund,Nicaragua Solidarity Fund,project,state,,,,,International Solidarity · Far-left (pro-Sandinista) · foreign-support:YES,,,afgj-projects,1
p_o_odham_anti_border_collective,O’odham Anti Border Collective,project,party,,,,,Indigenous/Immigration · Far-left (indigenous/anti-border) · antifa:MAYBE,,,afgj-projects,1
p_orinoco_tribune,Orinoco Tribune,project,state,,,,,Media · Far-left (Chavista/Bolivarian) · foreign-support:YES,,Venezuela,afgj-interlock|afgj-projects,2
p_otros_mundos_a_c,Otros Mundos A.C.,project,state,,,,,Environmental/Social Justice · Far-left (anti-capitalist/environmental) · foreign-support:YES,,,afgj-projects,1
p_peace_education,Peace Education,project,veneer,,,,,Education · Left-wing (peace),,,afgj-projects,1
p_people_helping_people,People Helping People,project,veneer,,,,,Humanitarian · Humanitarian,,,afgj-projects,1
p_philly_thrive,Philly Thrive,project,veneer,,,,,Environmental Justice · Left-wing (environmental justice),,,afgj-projects,1
p_poor_people_s_economic_human_rights_ca,Poor People’s Economic Human Rights Campaign,project,veneer,,,,,Economic Justice · Far-left (anti-capitalist),,,afgj-interlock|afgj-projects,2
p_popular_resistance,Popular Resistance,project,party,,,,,Media/Activism · Far-left (anti-imperialist) · antifa:MAYBE · foreign-support:YES,,,afgj-interlock|afgj-projects,2
p_pueblo_sin_fronteras,Pueblo Sin Fronteras,project,state,,,,,Immigration · Far-left (open borders) · foreign-support:YES,,,afgj-projects,1
p_queer_food_foundation,Queer Food Foundation,project,veneer,,,,,Food Justice/LGBTQ · Left-wing (identity politics/food justice),,,afgj-interlock|afgj-projects,2
p_radical_bloggers_fund,Radical Bloggers Fund,project,party,,,,,Media/Funding · Far-left · antifa:MAYBE,,,afgj-projects,1
p_real_food_generation,Real Food Generation,project,veneer,,,,,Food Justice · Left-wing (food justice),,,afgj-interlock|afgj-projects,2
p_real_name_campaign_nola,Real Name Campaign NOLA,project,veneer,,,,,Criminal Justice · Left-wing (criminal justice),,,afgj-projects,1
p_reale_justice_network,Reale Justice Network,project,veneer,,,,,Criminal Justice · Left-wing (criminal justice),,,afgj-projects,1
p_reconnect_earth,Reconnect Earth,project,veneer,,,,,Environmental · Left-wing (environmental),,,afgj-projects,1
p_red_de_solidaridad,Red de Solidaridad,project,state,,,,,International Solidarity · Far-left (anti-imperialist) · foreign-support:YES,,,afgj-projects,1
p_refuse_fascism,Refuse Fascism,project,party,,,,,Activism · Far-left (revolutionary communist) · antifa:YES,,,afgj-interlock|afgj-projects,2
p_return_solidarity,Return Solidarity,project,state,,,,,International Solidarity · Pro-Palestinian · foreign-support:YES,,,afgj-projects,1
p_reuniting_of_african_descendants_road,Reuniting of African Descendants (ROAD),project,veneer,,,,,Pan-African · Left-wing (Pan-African),,,afgj-projects,1
p_samidoun_palestinian_prisoner_solidari,Samidoun Palestinian Prisoner Solidarity Network,project,state,,,,https://samidoun.net,Activism/Terrorism-linked · Far-left (PFLP-aligned) · foreign-support:YES,,,afgj-projects,1
p_solidarity_ignite,Solidarity Ignite,project,veneer,,,,,Activism · Left-wing,,,afgj-projects,1
p_south_bronx_unite,South Bronx Unite,project,veneer,,,,,Environmental Justice · Left-wing (environmental justice),,,afgj-interlock|afgj-projects,2
p_splitseed_productions,SplitSeed Productions,project,veneer,,,,,Media/Arts · Left-wing,,,afgj-interlock|afgj-projects,2
p_stop_mass_incarceration_network,Stop Mass Incarceration Network,project,party,,,,,Criminal Justice · Far-left (revolutionary) · antifa:YES,,,afgj-interlock|afgj-projects,2
p_suriname_indigenous_health_fund,Suriname Indigenous Health Fund,project,state,,,,,Health/Indigenous · Non-partisan (health) · foreign-support:YES,,,afgj-projects,1
p_sustainable_nations,Sustainable Nations,project,veneer,,,,,Environmental/Indigenous · Left-wing (environmental/indigenous),,,afgj-projects,1
p_sustainable_orphanages_for_haitian_you,Sustainable Orphanages for Haitian Youth,project,state,,,,,Charity · Non-partisan (charity) · foreign-support:YES,,,afgj-interlock|afgj-projects,2
p_ta_ayush,Ta’ayush,project,state,,,,,Peace/Activism · Left-wing (anti-occupation) · foreign-support:YES,,,afgj-projects,1
p_taking_black_pride,Taking Black Pride,project,veneer,,,,,LGBTQ/Cultural · Left-wing (identity politics),,,afgj-interlock|afgj-projects,2
p_the_hatuey_project,The Hatuey Project,project,state,,,,,International Solidarity · Far-left (pro-Cuba) · foreign-support:YES,,,afgj-interlock|afgj-projects,2
p_the_l_i_c_project,The L.I.C. Project,project,veneer,,,,,Community/Arts · Left-wing,,,afgj-projects,1
p_thompson_house_tucson,Thompson House Tucson,project,veneer,,,,,Community Space · Left-wing,,,afgj-interlock|afgj-projects,2
p_trans_women_of_color_solidarity_networ,Trans Women of Color Solidarity Network,project,veneer,,,,,LGBTQ · Left-wing (identity politics),,,afgj-interlock|afgj-projects,2
p_ubuntu,UBUNTU,project,veneer,,,,,Pan-African/Community · Left-wing (Pan-African),,,afgj-projects,1
p_unir,UNIR,project,state,,,,,International Solidarity · Left-wing (solidarity) · foreign-support:YES,,,afgj-projects,1
p_united_students_against_sweatshops,United Students Against Sweatshops,project,state,,,,,Labor/Student · Left-wing (labor) · foreign-support:YES,,,afgj-interlock|afgj-projects,2
p_upland_grassroots,Upland Grassroots,project,veneer,,,,,Environmental · Environmental,,,afgj-projects,1
p_werk_for_peace,WERK for Peace,project,veneer,,,,,LGBTQ/Peace · Left-wing (LGBTQ/peace),,,afgj-interlock|afgj-projects,2
p_white_noise_collective,White Noise Collective,project,party,,,,,Activism · Far-left (anti-racist) · antifa:MAYBE,,,afgj-projects,1
p_woodbine_education_center,Woodbine Education Center,project,party,,,,,Education/Community · Far-left (anarchist/autonomous) · antifa:YES,,,afgj-projects,1
p_world_can_t_wait,World Can’t Wait,project,party,,,,,Activism · Far-left (revolutionary) · antifa:YES,,,afgj-interlock|afgj-projects,2
p_youth_vs_apocalypse,Youth Vs Apocalypse,project,veneer,,,,,Environmental/Youth · Left-wing (environmental justice),,,afgj-interlock|afgj-projects,2
pel,Party of the European Left,org,party,demsoc,,,https://en.wikipedia.org/wiki/Party_of_the_European_Left,"European transnational party (Die Linke, SYRIZA, PCF, ~40 others); has a formal North American Working Group",,,rls-germany,1
per_abraham_hassen,Abraham Hassen,person,veneer,,1,,https://dickinsonlaw.psu.edu/abi-hassen,"He is also a co-founder Black Movement-Law Project, a non-profit dedicated to rapid response legal support.",,,afgj-interlock,1
per_allen_kwabena_frimpong,Allen Kwabena Frimpong,person,party,,2,,https://commonslibrary.org/the-movement-compass-and-worksheet/,"Allen Kwabena Frimpong is a former principal member of Movement Netlab and now a co-founder and managing partner with AdAstra Collective, which supports the growth of social moveme",,,afgj-interlock,1
per_alyssa_rubin,Alyssa Rubin,person,veneer,,1,,https://www.commondreams.org/news/2020/03/24/because-anne-frank-did-not-die-gas-chamber-jewish-activists-cite-disease-nazi-death,"The camps, which are run by Immigration and Customs Enforcement (ICE), threaten to become ""de-facto death camps,"" said Never Again Action national campaign director Alyssa Rubin--n",,,afgj-interlock,1
per_andrea_ciannavei,Andrea Ciannavei,person,party,,2,,https://www.bustle.com/p/what-is-the-march-for-racial-justice-its-mission-is-worthy-of-your-attention-2454473,"I just remember feeling really upset and outraged and hopeless because I just couldn't stop thinking about this young man who everyone seemed to love in his town, and he was shot i",,,afgj-interlock,1
per_antonio_gutierrez,Antonio Gutierrez,person,veneer,,1,,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,"The steering committee of the CHJL consists of Diane Limas, a volunteer at Communities United; Antonio Gutierrez, founder of the Autonomous Tenants Union; Chante’ Gamby, housing co",,,afgj-interlock,1
per_aquib_s_yacoob,Aquib S. Yacoob,person,party,,1,,https://www.brownmanrunning.com/,"Aquib is a Managing Partner at the AdAstra Collective, and is the founder of #BrownManRunning Consulting, a social change strategy firm.",,,afgj-interlock,1
per_banbose_shango,Banbose Shango,person,veneer,,1,,https://www.okgazette.com/arts-culture/strong-spines-3804530,"Most bookstores — cool bookstores at least — are much more than just a place to go and buy a book,"" said Camille Landry, who recently re-opened Nappy Roots Books with her husband,",,,afgj-interlock,1
per_bella_de_soto,Bella De Soto,person,party,,1,,https://change-links.org/vote-for-pacifica-mission-coalition-candidates-at-kpfk/,"Jack Neff, an environmentalist and solidarity activist for Indigenous sovereignty, is running for LSB chair, Rick Cooper, former founder of KMUD, for vice chair, Doug Barnett, a pe",,,afgj-interlock,1
per_carl_dix,Carl Dix,person,party,,1,,https://revcom.us/en/quick/472en.php|https://revcom.us/movement-for-revolution/stop-mass-incarceration/stop-mass-incarceration-carl-dix.html,"Carl Dix, of the Revolutionary Communist Party, USA, and an initiator of Refuse Fascism, lays out the vision and plan for spreading the “No Trump! No Pence! No Fascist 2017!” messa",,,afgj-interlock,1
per_cheri_honkala,Cheri Honkala,person,veneer,,1,,https://www.economichumanrights.org/speaking-engagements/,"These speaking engagements serve as financial support for PPEHRC’s movement to abolish poverty.Our main speaker is our National Coordinator and Co-Founder, Cheri Honkala.",,,afgj-interlock,1
per_cindy_sheehan,Cindy Sheehan,person,veneer,,1,,https://findingaids.library.nyu.edu/tamwag/tam_715/,"Starting in 2009, Sheehan began hosting a weekly radio show where she interviewed individuals including Hugo Chavez and Howard Zinn. Sheehan also maintains a blog called ""Cindy's S",,,afgj-interlock,1
per_cornel_west,Cornel West,person,party,,2,,https://refusefascism.org/about-refuse-fascism/ | https://www.economichumanrights.org/speaking-engagements/,"Founded by Andy Zee, Sunsara Taylor, Cornel West, and others in the wake of Trump’s first election in 2016, Refuse Fascism recognized early that this was not just another administr || Interlock hub — cited in 2 AFGJ-project people's bios",,,afgj-interlock,1
per_cory_jong,Cory Jong,person,veneer,,1,,https://www.youthvsapocalypse.org/our-board,Many know Mx. Cory as a longtime pillar of the YVA community.,,,afgj-interlock,1
per_dakotah_lilly,Dakotah Lilly,person,veneer,,1,,https://cindysheehanssoapbox.blogspot.com/2018/02/?m=0,Dakotah Lilly is a student activist based out of New York City where he attends The New School. His home base is in the the Lehigh Valley of Pennsylvania. He has appeared on Fox Ne,,,afgj-interlock,1
per_david_foecke,David Foecke,person,veneer,,1,,https://www.youthvsapocalypse.org/our-board,"He is currently the volunteer organizer of the Youth Vs. Apocalypse Club at his son's school, the Melrose Leadership Academy, which won a campaign in December 2023, featured in the",,,afgj-interlock,1
per_debra_sweet,Debra Sweet,person,party,,1,,https://worldcantwait.org/2006/09/05/september-7th-guest-speaker-list/,(San Francisco) Debra Sweet is the National Coordinator of World Can’t Wait.,,,afgj-interlock,1
per_devin_michael_lowe,Devin Michael Lowe,person,veneer,,1,,https://www.blacktranstravelfund.com/our-team.html,"With an understanding of the need to center the most marginalized, and for trans masculine people to be working in communal solidarity to support Black trans women, Devin Lowe is t",,,afgj-interlock,1
per_diane_limas,Diane Limas,person,veneer,,1,,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,"The steering committee of the CHJL consists of Diane Limas, a volunteer at Communities United; Antonio Gutierrez, founder of the Autonomous Tenants Union; Chante’ Gamby, housing co",,,afgj-interlock,1
per_dr_patrisia_gonzales,Dr. Patrisia Gonzales,person,state,,1,,https://haury.arizona.edu/person/patrisia-gonzales,"She is a former Kellogg Fellow and has served as an advisor to numerous Indigenous organizations, including the Alianza Indigena Sin Fronteras",,,afgj-interlock,1
per_elaine_brower,Elaine Brower,person,state,,1,,https://www.veteransforpeace.org/files/6313/4091/4233/newsletter_summer2012.pdf,"Grassroots Action: What it Really Means to Help the People in Haiti, Elaine Brower
President of Sustainable Orphanages for Haitian Youth; Member of VFP & MFSO;
National Steering Co",,,afgj-interlock,1
per_elisabeth_epps,Elisabeth Epps,person,veneer,,1,,https://www.elisabethepps.com/meet-elisabeth,"State Representative Elisabeth Epps, JD, is a mother, an abolitionist legislator, and Founder/ Executive Director of Colorado Freedom Fund.",,,afgj-interlock,1
per_erika_takeo,Erika Takeo,person,state,,1,,https://orinocotribune.com/nicaragua-is-teaching-us-how-to-put-people-over-profits/,"Erika Takeo is a Nicaragua-based organizer and national coordinator of Friends of the ATC, a solidarity network with the Asociación de Trabajadores del Campo (ATC, or Rural Workers",,Nicaragua,afgj-interlock,1
per_evana,Evana,person,veneer,,1,,https://queertheland.org/team/,"Evana Enabulele is a core member of Queer The Land (QTL), a QTBIPOC advocate and affordable housing organizer.",,,afgj-interlock,1
per_firas_nasr,Firas Nasr,person,veneer,,1,,https://sites.middlebury.edu/middblogs/2019/09/26/sign-up-for-one-on-one-chats-with-alumni-at-the-global-health-field-guide/,"In the wake of the Pulse Nightclub shooting, Firas founded WERK for Peace, a queer and trans grassroots movement that uses all forms of dance to promote peace.",,,afgj-interlock,1
per_frank_avellone,Frank Avellone,person,veneer,,1,,https://lcbh.org/lcbh-helps-save-the-kcro/,"“We certainly appreciate working the City Administration, Alderman LaSpata, and support from the Chicago Housing Justice League in getting this done,” LCBH attorney and Justice Lea",,,afgj-interlock,1
per_gabrielle_lenart,Gabrielle Lenart,person,veneer,,1,,https://www.specialtyfood.com/news-media/news-features/specialty-food-news/q-a-with-queer-food-foundation-s-lenart/,"SFA News Daily recently spoke to QFF co-founder Gabrielle Lenart (pictured above in the fore) about how the foundation came to be, what it endeavors to accomplish, and where it’s h",,,afgj-interlock,1
per_gary_ghirardi,Gary Ghirardi,person,veneer,,1,,https://www.prcsd.org/who-we-are/,"Gary Ghirardi, Communications consultant
Since 2000 collaborated with the National Network Opposing the Militarization of Youth.",,,afgj-interlock,1
per_gila_svirsky,Gila Svirsky,person,state,,1,,https://afsc.org/sites/default/files/documents/Profiles%20of%20Peace%20Low%20Resolution.pdf,"Gila Svirsky is an American-born Israeli who lives in Jerusalem. She is a co-founder of the Coalition of Women for Peace, a group of Israeli and Palestinian women’s peace organizat",,Israel,afgj-interlock,1
per_hannah_safran,Hannah Safran,person,state,,1,,https://www.bates.edu/news/2004/10/06/feminist-peace-activists-working-in-israel-offer-a-pair-of-lectures/,"Safran is an Israeli peace activist with Women in Black, a weekly peace vigil that opposes the Israeli occupation of the West Bank and Gaza Strip. Co-founder of the Coalition of Wo",,Israel,afgj-interlock,1
per_joan_donovan,Joan Donovan,person,party,,1,,https://www.influencewatch.org/organization/interoccupy/,"Joan Donovan is co-founder of InterOccupy and the head of research at Harvard’s Shorenstein Center on Media, Politics and Public Policy, where she also teaches courses on disinform",,,afgj-interlock,1
per_johnnie_jae,Johnnie Jae,person,party,,1,,https://johnniejae.com/?p=21999,"They founded A Tribe Called Geek, a groundbreaking, award-winning platform celebrating Indigenous geek culture and STEM throughout its 11-year run.",,,afgj-interlock,1
per_kevin_zeese,Kevin Zeese,person,veneer,,2,,https://en.wikipedia.org/wiki/Kevin_Zeese,"Zeese co-founded the news site PopularResistance.org in 2011 with his partner, Margaret Flowers.",,,afgj-interlock,1
per_khafre_jay,Khafre Jay,person,veneer,,1,,https://www.youthvsapocalypse.org/our-board,Khafre Jay | Youth Vs Apocalypse,,,afgj-interlock,1
per_kristen_godfrey,Kristen Godfrey,person,veneer,,1,,https://tempestmag.org/2022/05/responding-to-the-backlash-2/,"First is Kristen Godfrey. They’re a Black, non-binary community organizer and social worker. They’re a member of the Tempest collective and a co-founding member of Thompson house T",,,afgj-interlock,1
per_kristen_hackett,Kristen Hackett,person,veneer,,1,,https://centerforthehumanities.org/person/kristen-hackett/,"Kristen Hackett is an activist, scholar, and educator working towards decolonized, anti-racist, and just urban futures in New York City. She is an executive committee member of the",,,afgj-interlock,1
per_lourdes_escalante,Lourdes Escalante,person,state,,1,,https://kxci.org/podcast/ep-30-centering-indigenous-relationships/,"Lourdes Escalante (Yoeme) was born and raised in Tucson and is the Executive Director of the Alianza Indigena Sin Fronteras, Indigenous Alliance Without Borders (AISF).",,,afgj-interlock,1
per_lourdez,Lourdez,person,veneer,,2,,https://artisttrust.org/artists/lourdez-velasco/,Lourdez is a co-founding member of queer CHamoru art collective Guma’ Gela’ and co-founder of the Trans Women of Color Solidarity Network.,,,afgj-interlock,1
per_makayla_heiser,Makayla Heiser,person,state,,1,,https://www.influencewatch.org/organization/united-states-against-sweatshops/,"As of 2026, Makayla Heiser was the national organizing director of United Students Against Sweatshops, a role in which she reported training student activists and coordinating labo",,,afgj-interlock,1
per_margaret_flowers,Margaret Flowers,person,veneer,,2,,https://www.gp.org/2018_sc_elections,"That work developed into Popular Resistance in 2013, which she co-directs. ([gp.org](https://www.gp.org/2018_sc_elections))",,,afgj-interlock,1
per_mark_swartz,Mark Swartz,person,veneer,,1,,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,"The steering committee of the CHJL consists of Diane Limas, a volunteer at Communities United; Antonio Gutierrez, founder of the Autonomous Tenants Union; Chante’ Gamby, housing co",,,afgj-interlock,1
per_marlen_s_nchez,Marlen Sánchez,person,state,,1,,https://food.berkeley.edu/from-the-field/berkeley-undergraduates-host-food-sovereignty-leaders-from-nicaragua/,She now directs IALA Mesoamerica in Nicaragua.,,Nicaragua,afgj-interlock,1
per_mattie,Mattie,person,veneer,,2,,https://www.sgn.org/story/320893,Panelist Mattie Mooney is currently working as a senior program coordinator for Transgender health at Swedish Hospital. They are also a co-founder of the Trans Women of Color Solid,,,afgj-interlock,1
per_maurice_cook,Maurice Cook,person,party,,1,,https://sputnikglobe.com/20200627/huge-covid-spikes-in-us-as-trump-tries-to-cut-health-care-for-millions-1079731935.html,"Maurice Cook, the founder and executive director of Serve Your City and a co-founder and co-chair of March for Racial Justice, joins the show with Brian Becker.",,,afgj-interlock,1
per_mavis_jay_sanders,Mavis-Jay Sanders,person,veneer,,1,,https://www.queerfoodfoundation.org/leadership/,A special Thank-You to our other founding members Mavis-Jay Sanders and Jona Beliu for their continued support!,,,afgj-interlock,1
per_mcahl_sheffield,Mcahl Sheffield,person,veneer,,1,,https://www.chicagohousinginitiative.org/staff,Mcahl is our Chicago Housing Initiative Media Organizer.,,,afgj-interlock,1
per_meghan_maurus,Meghan Maurus,person,party,,1,,https://www.nacle.com/CLE/Courses/Protest-Lawyering-Theory-and-Practice-460,"Meghan DuPuis Maurus is an attorney at Maurus & Heinegg, a founding member of the New York LawCollective.",,,afgj-interlock,1
per_melina_abdullah,Melina Abdullah,person,state,,1,,https://www.calstatela.edu/academic/pas/Abdullah.php,"Dr. Abdullah also serves on boards for the Black Community, Clergy and Labor Alliance (BCCLA), California Faculty Association-Los Angeles, Los Angeles African American Women’s Publ",,,afgj-interlock,1
per_melissa_barber_md,"Melissa Barber, MD",person,veneer,,1,,https://www.southbronxunite.org/our-board?locale=es,"She is a co-founder of South Bronx Unite and a founding Executive Board Member of the Mott Haven-Port Morris Community Land Stewards, the first ever community land trust in The Bro",,,afgj-interlock,1
per_michael_cox,Michael Cox,person,veneer,,1,,https://worldpeacefoundation.org/blog/interview-with-michael-cox-solidarity-is-the-bedrock-of-advancing-lgbtq-rights-in-prison/,"Michael Cox is Executive Director of Black and Pink — Massachusetts, an organization that aims “to abolish the prison industrial complex and liberate LGBTQ+ people and people livin",,,afgj-interlock,1
per_michael_novick,Michael Novick,person,party,,1,,https://www.laprogressive.com/author/mnovick,"Michael Novick is a former KPFK Local Station Board chair and treasurer, a former Pacifica National Board director and treasurer, and current candidate for the LSB. He is a long-ti",,,afgj-interlock,1
per_mirely_baca,Mirely Baca,person,veneer,,2,,https://www.tucsonspotlight.org/collective-builds-community/,"Mirely Baca, Vikó Velazquez Morales and T Loving are the force behind Kindred Connections, a wellness collective that offers support and services to Black, Indigenous and People of || Interlock hub — cited in 2 AFGJ-project people's bios",,,afgj-interlock,1
per_mohyeddin_abdulaziz,Mohyeddin Abdulaziz,person,state,,1,,https://azpalnetwork.com/our-team,Mohyeddin is a cofounder of the Arizona Palestine Solidarity Alliance and an active participant in other peace and justice organizations.,,,afgj-interlock,1
per_moira_meltzer_cohen,Moira Meltzer-Cohen,person,party,,1,,https://lpr.com/lpr_artists/moira-meltzer-cohen/,"Moira Meltzer-Cohen (Mo) is a criminal defense attorney committed to supporting people’s struggles for liberation.She is a founding member of Just Info, a 24-hour hotline providing",,,afgj-interlock,1
per_monxo_lopez,Monxo Lopez,person,veneer,,1,,https://www.southbronxunite.org/our-board,"Monxo is a founding member of South Bronx Unite and the Mott Haven-Port Morris Community Land Stewards, the first local community land trust in The Bronx.",,,afgj-interlock,1
per_mychal_johnson,Mychal Johnson,person,veneer,,1,,https://www.southbronxunite.org/our-board,"He is a co-founder of South Bronx Unite and a founding member of the Mott Haven-Port Morris Community Land Stewards, where is also a board member.",,,afgj-interlock,1
per_nate_kleinman,Nate Kleinman,person,party,,1,,https://www.nateforcongress.com/about-nate-kleinman,"I was proud to be an active participant in Occupy Philly, Occupy Wall Street, InterOccupy, and Occupy Sandy.",,,afgj-interlock,1
per_nathan_sheard,Nathan Sheard,person,veneer,,1,,https://ferguson-legal-47f1.squarespace.com/new-gallery,"After helping to build and fortify legal support systems and infrastructure in New York, St. Louis and Baltimore, Nathan Sheard co-founded the Black Movement-Law Project.",,,afgj-interlock,1
per_oren_robinson,Oren Robinson,person,veneer,,1,,https://www.nnomy.org/about-us/steering-committee,"Program Coordinator for the Project on Youth & Non-military Opportunities,contributor to Draft NOtices, a publication of the Committee Opposed to Militarism & the Draft, Currently",,,afgj-interlock,1
per_pablo_benson_silva,Pablo Benson-Silva,person,veneer,,1,,https://www.influencewatch.org/non-profit/movement-netlab/,"MNL staff members Pablo Benson­Silva and Tamara Shapiro are members of The New York City Network of Worker Cooperatives (NYC NOWC), a trade association for worker cooperative busin",,,afgj-interlock,1
per_page_may,Page May,person,party,,1,,https://www.citybureau.org/stories/2018/3/1/who-are-assatas-daughters-a-qa-with-founder-page-may,Page May started Assata’s Daughters in 2015.,,,afgj-interlock,1
per_pat_alviso,Pat Alviso,person,veneer,,1,,https://www.nnomy.org/about-us/steering-committee,"Pat Alviso, a mother of an active duty Marine, is the National Coordinator for Military Families Speak Out, a national organization with members across the country who have or have",,,afgj-interlock,1
per_rachel_o_leary_carmona,Rachel O'Leary Carmona,person,party,,1,,https://adastra.management/team,Rachel O'Leary Carmona is the co-founder of and Managing Partner of AdAstra Management Collective.,,,afgj-interlock,1
per_rachel_wilson,Rachel Wilson,person,veneer,,1,,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,Rachel Wilson has been a senior organizer with the CHJL since 2024.,,,afgj-interlock,1
per_rebecca_heinegg,Rebecca Heinegg,person,party,,1,,https://kunstlerlaw.net/index.php/rebecca-heinegg/,"Rebecca is a founding member of the Street Law steering committee, which organizes know-your-rights trainings for New York City students and community groups, and Just Info, a 24 h",,,afgj-interlock,1
per_rick_jahnkow,Rick Jahnkow,person,veneer,,1,,https://www.nnomy.org/about-us/steering-committee,"Rick Jahnkow
Project on Youth and Non-Military Opportunities (Project YANO) - San Diego, California
Past Program Coordinator for the Project on Youth & Non-military Opportunities,c",,,afgj-interlock,1
per_samantha_butler,Samantha Butler,person,veneer,,1,,https://www.chicagohousinginitiative.org/staff,Sam is our Chicago Housing Initiative Research Organizer.,,,afgj-interlock,1
per_samantha_parsons,Samantha Parsons,person,veneer,,2,,https://www.corporategenomeproject.org/people,Samantha Parsons is a former co-founder and Campaigns Director of UnKoch My Campus.,,,afgj-interlock,1
per_steve_lalla,Steve Lalla,person,state,,1,,https://orinocotribune.com/about-us-draft/,"Steve Lalla is a journalist, researcher and analyst. His areas of interest include geopolitics, history, and current affairs. He has contributed to MR Online, Counterpunch, Resumen",,,afgj-interlock,1
per_sunny_levine,Sunny Levine,person,veneer,,1,,https://launchherawards.weareupspring.com/judges,"Sunny Levine (she/her) is the Chair of the Board of the Queer Food Foundation and a digital marketer, food journalist, and cook based in Baltimore, Maryland.",,,afgj-interlock,1
per_sunsara_taylor,Sunsara Taylor,person,party,,1,,https://refusefascism.org/all/sunsara-taylor-this-week-in-washington-dc-no-fascist-court-no-fascist-coup-trump-pence-out-now/,"Sunsara Taylor is a co-Initiator Refuse Fascism, co-host of the RNL – Revolution Nothing Less – Show, Revcom.us writer, Host of “We Only Want the World” Pacifica Radio, organized S",,,afgj-interlock,1
per_t_dubb_o,T-Dubb-O,person,veneer,,1,,https://www.firstalert4.com/2024/08/08/bodies-line-decade-later-young-activists-rise-ferguson-unrest/,"“I didn’t think I would make it to 24, or 25 or 21 with some of the things I experienced. So, the least I could do is put my life on the line in hopes of it will open up a door or",,,afgj-interlock,1
per_t_loving,T Loving,person,veneer,,2,,https://www.tucsonspotlight.org/collective-builds-community/,"The collective began as an idea between friends Vikó Velazquez Morales, T Loving, and Mirely Baca, who recognized the gaps in support for BIPOC and queer people in the community an || Interlock hub — cited in 2 AFGJ-project people's bios",,,afgj-interlock,1
per_t_sheri_dickerson,T. Sheri Dickerson,person,party,,1,,https://www.justice.gov/usao-wdok/pr/executive-director-black-lives-matter-okc-charged-wire-fraud-and-money-laundering,"According to the Indictment, beginning in at least 2016, Dickerson served as the Executive Director of Black Lives Matter OKC (BLMOKC).",,,afgj-interlock,1
per_tamara_shapiro,Tamara Shapiro,person,veneer,,1,,https://worldfellowship.org/event/understanding-antisemitism-and-its-instrumentalization-through-a-power-analysis-lens-tamara-shapiro-organizer/,"Previously, she was the Program Director for the NYC Network of Worker Cooperatives for almost a decade, and a freelance facilitator and movement trainer. She was also the coordina",,,afgj-interlock,1
per_tara_thompson,Tara Thompson,person,veneer,,1,,https://colorlines.com/articles/michael-brown-one-year-later,"Tef Poe and Tara Thompson, St. Louis-area organizers who represent Hands Up United, have done a lot of this everyday work that we're describing.",,,afgj-interlock,1
per_taureen_tory_russell,"Taureen ""Tory"" Russell",person,veneer,,1,,https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/,"Russell, along with the Organization for Black Struggle, the homeless youth of Lost Voices, and rapper Tef Poe, co-founded Hands Up United, a coalition of organizers demanding an i",,,afgj-interlock,1
per_tef_poe,Tef Poe,person,veneer,,2,,https://www.berklee.edu/people/tef-poe|https://colorlines.com/articles/michael-brown-one-year-later|https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/,"Tef Poe is a rapper, musician, and activist from St. Louis, Missouri. He is a cofounder of Hands Up United in nearby Ferguson. || Interlock hub — cited in 2 AFGJ-project people's bios",,,afgj-interlock,1
per_trayce_peterson,Trayce Peterson,person,veneer,,1,,https://www.borderlinks.org/trayce-peterson,"She co-founded SplitSeed Productions, which uses art-based interventions to inform, educate, and explore human rights and justice issues.",,,afgj-interlock,1
per_vee_morris_moore,Vee Morris Moore,person,party,,1,,https://thetriibe.com/2025/12/assata-shakur-an-enduring-legacy-that-serves-as-the-blueprint-for-black-liberation/,"“said Morris Moore, who is the organizing and programming director of the queer Black woman-led Assata’s Daughters (AD).”",,,afgj-interlock,1
per_vik_velazquez_morales,Vikó Velazquez Morales,person,veneer,,2,,https://www.tucsonspotlight.org/collective-builds-community/,"Mirely Baca, Vikó Velazquez Morales and T Loving are the force behind Kindred Connections, a wellness collective that offers support and services to Black, Indigenous and People of || Interlock hub — cited in 2 AFGJ-project people's bios",,,afgj-interlock,1
