source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
per_nate_kleinman,p_interoccupy,role,party,confirmed,true,"Co-Founder, InterOccupy",https://www.nateforcongress.com/about-nate-kleinman,afgj-interlock,,
per_nathan_sheard,p_black_movement_law_project,role,veneer,confirmed,true,Co-founder; managing director of advocacy (as of 2025,https://ferguson-legal-47f1.squarespace.com/new-gallery,afgj-interlock,,
per_nathan_sheard,p_just_info,associate,party,inferred,true,Just Info,https://ferguson-legal-47f1.squarespace.com/new-gallery,afgj-interlock,,
per_oren_robinson,hub_opposed_to_militarism_draft,associate,party,inferred,true,Committee Opposed to Militarism & the Draft,https://www.nnomy.org/about-us/steering-committee,afgj-interlock,,
per_oren_robinson,p_national_network_opposing_the_militari,role,veneer,confirmed,true,"NNOMY volunteer technical support person; Program Coordinator, Project on Youth & Non-Military Opportunities",https://www.nnomy.org/about-us/steering-committee,afgj-interlock,,
per_pablo_benson_silva,hub_occupy_sandy,associate,party,inferred,true,Occupy Sandy,https://www.influencewatch.org/non-profit/movement-netlab/,afgj-interlock,,
per_pablo_benson_silva,hub_occupy_wall_street,associate,party,inferred,true,Occupy Wall Street,https://www.influencewatch.org/non-profit/movement-netlab/,afgj-interlock,,
per_pablo_benson_silva,p_movement_net_lab,role,veneer,confirmed,true,"MNL staff member; member, NYC Network of Worker Cooperatives",https://www.influencewatch.org/non-profit/movement-netlab/,afgj-interlock,,
per_page_may,hub_assata_shakur,associate,party,inferred,true,Assata Shakur,https://www.citybureau.org/stories/2018/3/1/who-are-assatas-daughters-a-qa-with-founder-page-may,afgj-interlock,,
per_page_may,p_assata_s_daughters,role,party,confirmed,true,Founder (2015,https://www.citybureau.org/stories/2018/3/1/who-are-assatas-daughters-a-qa-with-founder-page-may,afgj-interlock,,
per_pat_alviso,p_national_network_opposing_the_militari,role,veneer,confirmed,true,"Steering Committee; National Coordinator, Military Families Speak Out (MFSO), Long Beach, CA",https://www.nnomy.org/about-us/steering-committee,afgj-interlock,,
per_rachel_o_leary_carmona,hub_movement_netlab,associate,party,inferred,true,Movement NetLab,https://adastra.management/team,afgj-interlock,,
per_rachel_o_leary_carmona,hub_women_s_march,associate,party,inferred,true,Women’s March,https://adastra.management/team,afgj-interlock,,
per_rachel_o_leary_carmona,p_adastra,role,party,confirmed,true,"Co-Founder & Managing Partner, AdAstra Management Collective",https://adastra.management/team,afgj-interlock,,
per_rachel_wilson,p_chicago_housing_justice_league,role,veneer,confirmed,true,Senior Organizer (since 2024,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,afgj-interlock,,
per_rebecca_heinegg,p_just_info,role,party,confirmed,true,"Attorney / Co-Founder, Maurus & Heinegg (New York Law Collective",https://kunstlerlaw.net/index.php/rebecca-heinegg/,afgj-interlock,,
per_rick_jahnkow,hub_opposed_to_militarism_draft,associate,party,inferred,true,Committee Opposed to Militarism & the Draft,https://www.nnomy.org/about-us/steering-committee,afgj-interlock,,
per_rick_jahnkow,p_national_network_opposing_the_militari,role,veneer,confirmed,true,"NNOMY Volunteer Administrative Staff / Steering Committee Member (also Past Program Coordinator, Project on Youth and Non-Military Opportuni",https://www.nnomy.org/about-us/steering-committee,afgj-interlock,,
per_samantha_butler,p_chicago_housing_initiative,role,veneer,confirmed,true,Research Organizer Intern,https://www.chicagohousinginitiative.org/staff,afgj-interlock,,
per_samantha_parsons,p_corporate_genome_project,role,veneer,confirmed,true,Team member (bio on org's People page notes she is former co-founder and Campaigns Director of UnKoch My Campus,https://www.corporategenomeproject.org/people,afgj-interlock,,
per_samantha_parsons,p_real_food_generation,role,veneer,confirmed,true,Development Director,https://www.corporategenomeproject.org/people,afgj-interlock,,
per_steve_lalla,p_orinoco_tribune,role,state,confirmed,true,Contributor/Journalist,https://orinocotribune.com/about-us-draft/,afgj-interlock,,
per_sunny_levine,p_queer_food_foundation,role,veneer,confirmed,true,Chair of the Board,https://launchherawards.weareupspring.com/judges,afgj-interlock,,
per_sunsara_taylor,p_refuse_fascism,role,party,confirmed,true,Co-Founder & lead spokesperson,https://refusefascism.org/all/sunsara-taylor-this-week-in-washington-dc-no-fascist-court-no-fascist-coup-trump-pence-out-now/,afgj-interlock,,
per_t_dubb_o,p_hands_up_united,role,veneer,confirmed,true,Co-Founder,https://www.firstalert4.com/2024/08/08/bodies-line-decade-later-young-activists-rise-ferguson-unrest/,afgj-interlock,,
per_t_loving,hub_trans_justice_funding,associate,party,inferred,true,Trans Justice Funding Project,https://www.tucsonspotlight.org/collective-builds-community/,afgj-interlock,,
per_t_loving,per_vik_velazquez_morales,associate,party,inferred,true,Vikó Velazquez Morales · T Loving · associate,https://www.tucsonspotlight.org/collective-builds-community/,afgj-interlock|_mined,,
per_t_loving,p_kindred_connections,role,veneer,confirmed,true,Co-Founder,https://www.tucsonspotlight.org/collective-builds-community/,afgj-interlock,,
per_t_sheri_dickerson,hub_massachusetts_bail,associate,party,inferred,true,Massachusetts Bail Fund,https://www.justice.gov/usao-wdok/pr/executive-director-black-lives-matter-okc-charged-wire-fraud-and-money-laundering,afgj-interlock,,
per_t_sheri_dickerson,p_black_lives_matter_oklahoma_city,role,party,confirmed,true,legal name Tashella Sheri Amore Dickerson) (Executive Director / organizer and leader of Black Lives Matter Oklahoma and Black Lives Matter ,https://www.justice.gov/usao-wdok/pr/executive-director-black-lives-matter-okc-charged-wire-fraud-and-money-laundering,afgj-interlock,,
per_tamara_shapiro,hub_movement_netlab,associate,party,inferred,true,Movement Netlab,https://worldfellowship.org/event/understanding-antisemitism-and-its-instrumentalization-through-a-power-analysis-lens-tamara-shapiro-organizer/,afgj-interlock,,
per_tamara_shapiro,hub_occupy_sandy,associate,party,inferred,true,Occupy Sandy,https://worldfellowship.org/event/understanding-antisemitism-and-its-instrumentalization-through-a-power-analysis-lens-tamara-shapiro-organizer/,afgj-interlock,,
per_tamara_shapiro,p_interoccupy,associate,party,inferred,true,InterOccupy network,https://worldfellowship.org/event/understanding-antisemitism-and-its-instrumentalization-through-a-power-analysis-lens-tamara-shapiro-organizer/,afgj-interlock,,
per_tamara_shapiro,p_movement_net_lab,role,veneer,confirmed,true,"MNL staff member; member, NYC Network of Worker Cooperatives",https://worldfellowship.org/event/understanding-antisemitism-and-its-instrumentalization-through-a-power-analysis-lens-tamara-shapiro-organizer/,afgj-interlock,,
per_tara_thompson,hub_dream_defenders,associate,party,inferred,true,Dream Defenders,https://colorlines.com/articles/michael-brown-one-year-later,afgj-interlock,,
per_tara_thompson,per_tef_poe,associate,party,inferred,true,Tef Poe · associate,https://colorlines.com/articles/michael-brown-one-year-later,afgj-interlock|_mined,,
per_tara_thompson,p_hands_up_united,role,veneer,confirmed,true,Director,https://colorlines.com/articles/michael-brown-one-year-later,afgj-interlock,,
per_taureen_tory_russell,per_tef_poe,associate,party,inferred,true,Tef Poe,https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/,afgj-interlock,,
per_taureen_tory_russell,p_hands_up_united,role,veneer,confirmed,true,Co-Founder,https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/,afgj-interlock,,
per_tef_poe,hub_dead_prez,associate,party,inferred,true,Dead Prez,https://www.berklee.edu/people/tef-poe,afgj-interlock,,
per_tef_poe,hub_dream_defenders,associate,party,inferred,true,Dream Defenders,https://www.berklee.edu/people/tef-poe,afgj-interlock,,
per_tef_poe,hub_talib_kweli,associate,party,inferred,true,Talib Kweli,https://www.berklee.edu/people/tef-poe,afgj-interlock,,
per_tef_poe,p_hands_up_united,role,veneer,confirmed,true,Co-Founder,https://www.berklee.edu/people/tef-poe,afgj-interlock,,
per_trayce_peterson,p_arizona_palestine_solidarity_alliance,associate,party,inferred,true,Arizona Palestine Solidarity Alliance,https://www.borderlinks.org/trayce-peterson,afgj-interlock,,
per_trayce_peterson,p_splitseed_productions,role,veneer,confirmed,true,"Co-Founder (educator/organizer/storyteller, instructor in Human Rights Practice, University of Arizona",https://www.borderlinks.org/trayce-peterson,afgj-interlock,,
per_vee_morris_moore,hub_assata_shakur,associate,party,inferred,true,Assata Shakur,https://thetriibe.com/2025/12/assata-shakur-an-enduring-legacy-that-serves-as-the-blueprint-for-black-liberation/,afgj-interlock,,
per_vee_morris_moore,p_assata_s_daughters,role,party,confirmed,true,Organizing and Programming Director,https://thetriibe.com/2025/12/assata-shakur-an-enduring-legacy-that-serves-as-the-blueprint-for-black-liberation/,afgj-interlock,,
per_vik_velazquez_morales,hub_trans_justice_funding,associate,party,inferred,true,Trans Justice Funding Project,https://www.tucsonspotlight.org/collective-builds-community/,afgj-interlock,,
per_vik_velazquez_morales,p_kindred_connections,role,veneer,confirmed,true,Co-Founder,https://www.tucsonspotlight.org/collective-builds-community/,afgj-interlock,,
pf,ev_vz_election_2024,convened_solidarity,money,confirmed,yes,hosted 41-org sign-on (Jul 27 2024),https://peoplesforum.org/venezuela-elections,latam-solidarity,,
pf,hatuey,fiscal_host,money,confirmed,yes,'a project of The People's Forum' (live donate page),https://www.hatueyproject.org/,hatuey,,
pf,icap,interlock,state,inferred,yes,ICAP-facing network (report names PF; no direct ICAP interlock in receipt),https://www.foxnews.com/politics/rubio-sanctions-cuban-groups-ties-us-nonprofit-network-funded-communist-donor-neville-roy-singham | https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Earlier this year, ICAP worked with U.S. nonprofits, including the People's Forum, Progressive International and CodePink, to organize a March 'convoy.'",
pf,ipa,anchors,money,confirmed,yes,IPA North America anchor (Popular Education Project),https://www.influencewatch.org/organization/international-peoples-assembly-ipa/|https://en.wikipedia.org/wiki/International_Peoples%27_Assembly,latam-solidarity,,
pf,rub_national_network_on_cuba,hosted,money,inferred,yes,hosted US-Cuba conf; NNOC-endorsed (2025),https://nnoc.org/member-orgs/,rubio-cuba,hosted International US-Cuba Normalization Conference activist gathering co-endorsed by NNOC (Mar 2025); not an NNOC member org per official roster,https://us-cubanormalization.org/CubaConference2025/
pfetcher,psf,member,money,confirmed,yes,role,https://www.peoplessupportfoundation.org/|https://projects.propublica.org/nonprofits/organizations/821202926,singham-spine,,
prashad,pi,council,party,inferred,no,former PI Council member,https://progressive.international/members/,rls-germany,,
prashad,rls_nyc,contributor,money,confirmed,no,"published on rosalux.nyc (2013, 2017); RLS Berlin HQ speaker (Jun 2025)",https://rosalux.nyc/?s=Vijay+Prashad,rls-germany,,
prashad,tricontinental,director,money,confirmed,no,"Director, Tricontinental",https://thetricontinental.org/team/,rls-germany,,
prashad,tricontinental,member,money,confirmed,yes,role,https://www.wikidata.org/wiki/Q7929191|https://projects.propublica.org/nonprofits/organizations/822882135,singham-spine,,
prashad,tricontinental,role,money,confirmed,yes,Executive Director,https://en.wikipedia.org/wiki/Vijay_Prashad,rubio-cuba,,
press_tv,benjamin,media_appearance,state,confirmed,yes,"Filmed on-camera interview w/ Benjamin, New Horizon 2014",https://www.memri.org/reports/second-international-new-horizon-conference-tehran,iran-network,,
press_tv,benjamin,phone_contact,state,confirmed,yes,61 outbound calls 2019-22; rank-2 CDR recipient,https://networkcontagion.us/reports/the-hidden-switchboard-how-iranian-state-media-and-domestic-networks-drive-influence-operations-on-u-s-soil/,iran-network,,
psf,jef,grant,money,confirmed,yes,$5.37M (2024) (990),https://projects.propublica.org/nonprofits/organizations/821202926,iran-network,$2.9M + $2.47M grants (2024),https://www.influencewatch.org/non-profit/peoples-support-foundation-psf/
psl,ev_antifa_festival_2025,attended,party,confirmed,yes,attended Caracas Anti-Fascist Fest (2025),https://x.com/pslnational/status/1877546536365690985,latam-solidarity,"PSL attended the Jan 9-11 2025 International Anti-Fascist Festival in Caracas; corroborated independently by Heritage Foundation/Daily Signal reporting (originally sourced to PSL video tweet, status 1877546536365690985)",https://www.dailysignal.com/2025/10/28/how-venezuela-is-supporting-radical-left-wing-groups-us/
psl,ev_vz_election_2024,endorsed,party,confirmed,yes,statement signatory,https://peoplesforum.org/venezuela-elections,latam-solidarity,,
psl,ev_wfys_2005,attended,party,confirmed,yes,delegation (700 US delegates),https://www.liberationnews.org/05-09-01-psl-delegates-to-caracas-world-y-html,latam-solidarity,,
hatuey,psl,covered_by,party,inferred,yes,covered by Liberation News (PSL paper),https://www.influencewatch.org/organization/hatuey-project/|https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/,hatuey,"covered/promoted by Liberation News, PSL's official newspaper (Feb 2023 hurricane-relief story; Aug 2024 fundraiser story) — no evidence of PSL org-level funding",https://www.influencewatch.org/organization/hatuey-project/
psl,icap,interlock,state,inferred,yes,ICAP-facing network (report names PSL; no direct ICAP interlock in receipt),https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall | https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"The network is led by a number of groups – including the People's Forum, CodePink, BreakThrough News, Tricontinental Ltd., ANSWER Coalition, Party for Socialism and Liberation and Inter Religious Foundation For Community Organization Inc.",
psl,ipa,member,party,confirmed,yes,IPA North America coordinating committee,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly,latam-solidarity,,
puryear,pf,member,money,confirmed,yes,role,https://en.wikipedia.org/wiki/Eugene_Puryear|https://projects.propublica.org/nonprofits/organizations/611844780,singham-spine,,
puryear,russia,foreign_tie,state,inferred,yes,Russia tie,https://en.wikipedia.org/wiki/Eugene_Puryear,singham-spine,,
reyes,btm,member,money,confirmed,yes,role,https://www.linkedin.com/in/karla-reyes-810a628/|https://projects.propublica.org/nonprofits/organizations/845071181,singham-spine,,
reyes,iran,foreign_tie,state,inferred,yes,Iran tie,https://www.linkedin.com/in/karla-reyes-810a628/,singham-spine,,
richard_becker,answer,coordinator,party,confirmed,no,coordinator,https://www.discoverthenetworks.org/individuals/richard-becker/|https://en.wikipedia.org/wiki/A.N.S.W.E.R.,hatuey,,
richard_becker,china,foreign_tie,state,inferred,yes,China tie,https://missionlocal.org/2019/08/local-socialists-see-the-fog-of-anti-communism-lifting/,singham-spine,,
richard_becker,lariva,spouse,party,confirmed,no,married,https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl,hatuey,,
richard_becker,psl,co_founder,party,confirmed,no,PSL co-founder,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation|https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl,hatuey,,
rls_berlin,rls_nyc,funds,money,confirmed,yes,~$19.1M cumulative 2012-2025 (all 'contributions'),https://projects.propublica.org/nonprofits/organizations/453658022|https://www.grantmakers.io/profiles/v0/453658022-rosa-luxemburg-stiftung-inc/,rls-germany,,
rls_nyc,dsa,funds,veneer,confirmed,yes,"$118 formal grant FY2025 + program funding (Afrosocialists, DS101)",https://www.grantmakers.io/profiles/v0/453658022-rosa-luxemburg-stiftung-inc/|https://www.dsausa.org/working-groups/afrosocialists-and-socialists-of-color-caucus/,rls-germany,,
rls_nyc,dsa_fund,joint_poll,veneer,confirmed,no,'Democratic Socialism Is Now Mainstream' poll (Nov 2025),https://rosalux.nyc/new-poll-democratic-socialism-is-now-mainstream/,rls-germany,,
rls_nyc,jacobin,cosponsor,veneer,confirmed,no,co-sponsored events; co-commissioned Nov 2025 poll,https://rosalux.nyc/new-poll-democratic-socialism-is-now-mainstream/,rls-germany,,
rls_nyc,o4p,operates,money,confirmed,yes,RLS global organizer-training program,https://www.rosalux.de/en/o4p,rls-germany,,
rls_nyc,wfp,training,veneer,inferred,no,Steve Hughes organizing trainings at RLS-NYC,https://keywiki.org/Rosa_Luxemburg_Stiftung,rls-germany,,
rls_nyc,ydsa,funds,veneer,inferred,yes,'Generation Left' Winter Conference co-sponsor (Feb 2016),https://keywiki.org/Rosa_Luxemburg_Stiftung,rls-germany,,
ron,tricontinental,role,money,inferred,yes,Board/team member (Tricontinental) — receipt pending; not on cached Ron/Tricont pages,https://thetricontinental.org/team/,rubio-cuba,Carlos is a former Venezuelan diplomat who served as deputy minister of foreign affairs for North America (2018–2025) and president of the Simón Bolívar Institute for Peace and Solidarity Among Peoples (2020–2025).,
rose_benjamin,arc_of_justice,funds,money,confirmed,yes,"$10,863,060 estate distribution, FY2010 (990-PF)",https://projects.propublica.org/nonprofits/organizations/841618483,iran-network,,
rub_african_national_congress,rubio_report,cited_context,context,inferred,yes,report §I: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_al_tajammu,rubio_report,cited_context,context,inferred,yes,report §VIII: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_alpha_66,rubio_report,cited_opposition,context,inferred,yes,report §IV: anti-Castro opposition (Wasp target) — NOT network,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_amazon_labor_union,rubio_report,cited_context,context,inferred,yes,report §V: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_amistur_cuba_sa,icap,subsidiary,state,confirmed,yes,ICAP travel/logistics arm (sanctioned EO 14404),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_belly_of_the_beast_llc,rubio_report,cited_context,context,inferred,yes,report §V: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_black_liberation_army,rubio_report,cited_historical,context,inferred,yes,report §V-VI: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_black_lives_matter_at_scho,rubio_report,cited_context,context,inferred,yes,report §V: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_black_lives_matter_grassro,rubio_report,cited_context,context,inferred,yes,report §V: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_black_panther_party,rubio_report,cited_historical,context,inferred,yes,"report §I-III, V-VI: historical/lineage cite — NOT current funded member",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_british_cuba_solidarity_ca,rubio_report,cited_network,money,inferred,yes,report §V: named in report (Cuba-directed),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_brothers_to_the_rescue,rubio_report,cited_opposition,context,inferred,yes,anti-Castro exile group (Wasp target),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,cited as anti-Castro exile opposition group; Wasp Network infiltrated/targeted it (via 2 agents posing as volunteer pilots) — BttR itself is NOT part of the Cuban network,https://www.cubaheadlines.com/articles/335637
rub_canadian_network_on_cuba,rubio_report,cited_network,money,inferred,yes,named sec.V: Che Guevara Work Brigade,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Named in report §V (Revolutionary Tourism): Che Guevara Volunteer Work Brigade organized by the Canadian Network on Cuba; CNC is a Toronto-based ICAP-collaborating coalition (NNOC roster, Tier D)",https://www.state.gov/cuba-the-capital-of-21st-century-communism
rub_changingfrequencies,rubio_report,cited_context,context,inferred,yes,named in report (sec.VII),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,named in report (per Klippenstein summary of the 43 named individuals/groups),https://www.kenklippenstein.com/p/after-political-terrorism-event-us
rub_communist_party_usa,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member,https://nnoc.org/member-orgs/,rubio-cuba,,
rub_cuban_american_national_fo,rubio_report,cited_opposition,context,inferred,yes,report §IV: anti-Castro opposition (Wasp target) — NOT network,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_cuban_interests_section,icap,coordinates_with,state,inferred,yes,Cuban embassy coordinates w/ ICAP,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Cuban diplomatic mission in Washington (Interests Section 1977-2015, now Cuban Embassy); embassy diplomats (e.g. 2nd secretary David Ramirez Alvarez) coordinate with ICAP to build ties between it and US activists, per 2026 FARA probe reporting",https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall
rub_cuban_mission_to_the_un,cuba,state_organ,state,inferred,yes,Cuba's UN mission (MINREX),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Permanent Mission of Cuba to the UN — ambassador-led diplomatic post of the Cuban government (MINREX), not subordinate to ICAP",https://misiones.cubaminrex.cu/en/un/permanent-mission-cuba-united-nations
rub_democratic_front_for_the_l,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_eln,rubio_report,cited_designation,context,inferred,yes,report §I-III: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_equality_for_flatbush,rubio_report,cited_context,context,inferred,yes,report §VII: named in report,https://www.kenklippenstein.com/p/after-political-terrorism-event-us,rubio-cuba,"Equality for Flatbush: A Brooklyn-based Black Lives Matter abolitionist group fighting gentrification, police, and ICE.",
rub_f_4_commandos,rubio_report,cited_opposition,context,inferred,yes,report §IV: anti-Castro opposition (Wasp target) — NOT network,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_fair_play_for_cuba_committ,rubio_report,cited_historical,context,inferred,yes,"report §I-III, V-VI: historical/lineage cite — NOT current funded member",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_faln,rubio_report,cited_historical,context,inferred,yes,report §I-III: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_george_floyd_riots_antifa,rubio_report,cited_context,context,inferred,yes,report §VIII: movement/event cite-only,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_germany_cuba_friendship_as,rubio_report,cited_network,money,inferred,yes,NNOC/coalition roster (Tier D) — NOT named in report text; §V milieu context,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
global_exchange,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member · member,https://nnoc.org/member-orgs/,rubio-cuba|_mined,,
rub_haitian_women_for_haitian,rubio_report,cited_context,context,inferred,yes,report §VII: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_hamas,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_hezbollah,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_houthis,rubio_report,cited_designation,context,inferred,yes,report §VIII: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_ifco_pastors_for_peace,rub_claudia_jones_school,fiscal_sponsor,money,inferred,yes,"fiscal sponsor ($11,068 disbursed 2024)",https://claudiajonesschool.org/,rubio-cuba,"fiscal sponsorship confirmed by $11,067.73 'Fund Disbursement' from Claudia Jones School's Open Collective account to IFCO vendor account, dated 2024-04-29 (transition from prior host Open Collective Foundation, which wound down fiscal sponsorship in 2024)",https://opencollective.com/claudia-jones-school
rub_ifco_pastors_for_peace,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member,https://nnoc.org/member-orgs/,rubio-cuba,,
rub_ifco_pastors_for_peace,rub_the_jericho_movement,fiscal_sponsor,money,inferred,yes,fiscal sponsorship / Pastors-for-Peace caravan network,https://thejerichomovement.com,rubio-cuba,,
rub_ifco_pastors_for_peace,rub_venceremos_brigade,fiscal_sponsor,money,inferred,yes,fiscal sponsorship / Pastors-for-Peace caravan network,https://vb4cuba.com/,rubio-cuba,,
rub_international_may_day_brig,icap,interlock,state,confirmed,yes,"Direct, structural interlock, not incidental: NNOC's own page states 'Each year,",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_m_19,rubio_report,cited_designation,context,inferred,yes,report §I-III: cited for designation/nexus (NOT a funded member),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_macheteros,rubio_report,cited_historical,context,inferred,yes,report §I-III: historical/lineage cite — NOT current funded member,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_may_19th_communist_organiz,rubio_report,cited_historical,context,inferred,yes,named sec.V/VII: WUO lineage,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Report names M19CO twice as historical Weather Underground lineage: §V ""Revolutionary Tourism"" (Susan Rosenberg passage) and §VII ""Front Groups and Fellow Travelers"" (Jericho Movement/IFCO fiscal-sponsorship passage) — NOT a current funded member",https://primarynewssource.org/wp-content/uploads/Cuba-Report.pdf
rub_montoneros,rubio_report,cited_historical,context,inferred,yes,"sec.I-III: Cuba-funded (1970s, defunct)",https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"report §I-III: historical/lineage cite — Cuba funded, armed, and backed Montoneros (1970s Argentina guerrilla group, defeated/defunct by early 1980s); not a current funded member",https://cubacenter.org/cuba-brief/2026/06/03/cubabrief-secretary-of-state-marco-rubio-and-the-facts-on-cuba/
rub_nation_of_islam,rubio_report,cited_context,context,inferred,yes,1961 Castro-Malcolm X meeting (context),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,"Named via 1961 Castro–Malcolm X (NOI minister) Harlem meeting, cited in report's 'Racial Revolution' chapter as historical/ideological context — NOT an NNOC coalition-roster member (NOI does not appear on nnoc.org's 60+ member list)",https://new.finalcall.com/2026/07/27/targeted-for-cuba-support-the-u-s-state-department-report-targets-supporters-of-the-caribbean-nation/
rub_national_conference_of_bla,rubio_report,cited_context,context,inferred,yes,report §V: named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_national_network_on_cuba,icap,interlock,state,confirmed,yes,NNOC = ICAP's primary US counterpart (report §VII),https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_national_network_on_cuba,rubio_report,cited_network,money,confirmed,yes,report §VII: NNOC = the documented US Cuba-solidarity coalition hub,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_olas,rubio_report,cited_context,context,inferred,yes,named: Carmichael 1967 Havana speech,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,Named in report text — site of Stokely Carmichael's 1967 Havana speech ('Black Power and the Third World' / internal-colony concept); §I milieu context,https://www.state.gov/cuba-the-capital-of-21st-century-communism
rub_p_alicia_garza,rub_black_lives_matter_global,role,context,inferred,yes,Co-founder,https://en.wikipedia.org/wiki/Alicia_Garza,rubio-cuba,,
rub_p_angela_davis,rubio_report,cited_context,context,inferred,yes,named in report,https://www.state.gov/cuba-the-capital-of-21st-century-communism,rubio-cuba,,
rub_p_antonio_guerrero,rub_the_wasp_network_red_avisp,role,state,inferred,yes,Wasp agent (Cuban Five),https://en.wikipedia.org/wiki/Antonio_Guerrero,rubio-cuba,,
rub_p_asad_rehman,rub_thousand_currents,role,context,inferred,yes,Board member (Thousand Currents); ED War on Want,https://thousandcurrents.org/our-leadership/,rubio-cuba,,
rub_p_bernardine_dohrn,rub_weather_underground,role,context,inferred,yes,Leader,https://en.wikipedia.org/wiki/Bernardine_Dohrn,rubio-cuba,,
rub_p_bill_ayers,rub_weather_underground,role,context,inferred,yes,Leader,https://en.wikipedia.org/wiki/Bill_Ayers,rubio-cuba,,
rub_p_charles_charlie_hill,rub_republic_of_new_afrika,role,context,inferred,yes,Republic of New Afrika member; 1971 TWA hijacking to Cuba; fugitive,https://www.cbsnews.com/news/charlie-hill-american-harbored-by-cuba-fears-winds-of-change/,rubio-cuba,,
